"","duration","credit_amount","installment_rate","present_residence","age","existing_credits","dependents","has_telephone","is_foreign_worker","has_problems_credit_history","purpose_domestic","purpose_retraining","purpose_radio_television","purpose_new_car","purpose_used_car","purpose_business","purpose_repairs","purpose_education","purpose_furniture_equipment","other_debtors_guarantor","other_debtors_co_applicant","other_installment_plans_bank","other_installment_plans_stores","housing_rent","housing_own","job_skilled_employee","job_unskilled_resident","job_highly_qualified_employee","savings","present_employment","property","checking_account_status","is_woman","is_single"
"732",24,1987,2,4,21,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,1,0,1
"8",36,6948,2,2,35,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,2,0,1
"761",15,5045,1,4,59,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,1,0,1,0
"764",21,12680,4,4,30,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1
"338",15,1275,4,2,24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,1,0
"625",18,2600,4,4,65,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1
"190",18,3244,1,4,33,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,1,2,1,0
"462",15,1721,2,3,36,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,0,1
"87",18,1295,4,1,27,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,1,0
"819",36,15857,2,3,43,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0
"721",9,1337,4,2,34,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,0,1
"809",42,9283,1,2,55,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1
"858",15,3343,4,2,28,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1
"353",18,3229,2,4,38,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"429",9,1313,1,4,20,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,1,0,0,1
"725",27,2570,3,3,21,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,3,0,1,0
"871",36,7678,2,4,40,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,1,0,1,0
"860",9,3577,1,2,26,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,2,3,0,0,1
"748",12,1274,3,1,37,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,1,0
"642",15,1308,4,4,38,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,7,1,2,0,1
"684",24,5103,3,3,47,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"569",48,3979,4,1,41,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,2,0,1
"950",24,3621,2,4,31,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,7,1,0,0,1
"929",30,1867,4,4,58,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,1,0,0,1
"323",24,2910,2,1,34,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,1
"489",10,1418,3,2,35,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,3,0,0,1
"447",36,1842,4,4,34,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0
"33",18,5866,2,2,30,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,2,0,1
"450",15,1512,3,3,61,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4,2,2,2,0,0
"636",12,1393,4,4,47,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,7,2,0,0,1
"79",54,9436,2,2,39,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,1
"814",48,3051,3,4,54,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,0,1
"159",24,3512,2,3,38,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,5,1,2,0,1
"286",47,10722,1,1,35,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,1,0
"991",12,3565,2,1,37,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1
"585",12,2133,4,4,52,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0
"488",24,3757,4,4,62,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,0,0,1,0
"884",18,1098,4,4,65,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"58",36,9566,2,2,31,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,1,0,1,0
"749",21,5248,1,3,26,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1
"700",15,1905,4,4,40,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,1,3,0,1
"964",24,2397,3,2,35,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,7,1,0,0,1
"464",12,754,4,4,38,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,2,0,1
"478",24,5152,4,2,25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,1,3,0,1
"915",24,3161,4,2,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2,1,0,1
"436",12,1484,2,1,25,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,2,0,0
"282",12,1574,4,2,50,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,0,0,1
"27",6,426,4,4,39,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,0,0,0
"77",42,3965,4,3,34,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
"540",18,3049,1,1,45,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,3,1,0
"609",18,2051,4,1,33,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,1
"897",21,2606,4,4,28,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,1,0
"400",24,1516,4,1,43,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,3,0,1,0
"349",6,1743,1,2,34,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,3,0,0,1
"735",4,3380,1,1,37,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,3,0,1,0
"38",18,2100,4,2,37,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,2,3,3,0,1
"678",72,5595,2,2,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,2,0,0
"891",27,2442,4,4,43,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,7,1,1,0,1
"482",24,1201,4,1,26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,1
"530",6,662,3,4,41,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,0,1
"326",8,3398,1,4,39,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,3,1,0,1
"586",18,2039,1,4,20,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,3,1,1,0
"428",18,1149,4,3,46,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,3,0,0,1
"237",6,14555,1,2,23,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1
"446",9,1244,4,4,41,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,2,0,1,0
"258",12,2149,4,1,29,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0
"211",9,3074,1,2,33,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,1
"998",12,804,4,4,38,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,1,0,0,1
"9",12,3059,2,4,61,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,5,3,0,0,0
"976",24,1258,3,3,57,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,1,3,1,0
"424",21,1591,4,3,34,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,3,0,0,1
"556",12,1331,2,1,22,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,2,0,1
"479",12,1037,3,4,39,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,3,2,0,1
"60",36,6229,4,4,23,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0
"907",21,3763,2,2,24,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5,3,1,0,1
"320",15,3643,1,4,27,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,2,1,1,0
"930",12,1344,4,2,43,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,1,0,1
"147",6,860,1,4,39,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,0,1,1,0
"367",18,3850,3,1,27,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,0,0,1
"247",12,717,4,4,52,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,3,0,0,1
"345",10,3949,1,1,37,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,2,3,0,1
"182",36,4455,2,2,30,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,3,2,0,0
"80",30,3832,2,1,22,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0
"295",48,7629,4,2,46,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7,1,0,0,0
"84",24,1755,4,4,58,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,7,3,1,1,0
"184",24,3777,4,4,50,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,3,0,0,1
"763",12,2214,4,3,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,1,0,1
"774",24,2223,4,4,52,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,7,2,0,0,1
"112",15,392,4,4,23,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,3,1,0
"412",33,7253,3,2,35,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,1,0,0,1
"995",12,2390,4,3,50,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,1,0,0,1
"244",12,1185,3,2,27,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,0,1,0
"890",28,7824,3,4,40,2,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,3,0,0,1
"549",12,626,4,4,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,3,1,1,0
"89",18,2249,4,3,30,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,1,1,0,1
"946",48,8358,1,1,30,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,2,1,0
"160",6,1898,1,2,34,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,1
"759",24,1393,2,2,31,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,3,0,0,1
"281",15,3368,3,4,23,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,7,0,0,0,1
"439",42,3394,4,4,65,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
"356",24,1246,4,2,23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,3,2,0,1
"465",18,1950,4,1,34,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,5,1,0,0,1
"552",6,1750,2,4,45,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,7,2,0,0,1
"766",12,1155,3,3,40,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,7,3,2,0,0
"352",9,959,1,2,29,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,1,0
"132",36,6887,4,3,29,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,2,1,0,1
"646",36,7980,4,4,27,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
"734",24,2603,2,4,28,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,1,0,1,0
"407",24,2197,4,4,43,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,1
"963",15,3556,3,2,29,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1
"344",18,4439,1,1,33,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,7,3,2,0,1
"575",9,1082,4,4,27,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,2,0,1
"231",36,4210,4,2,26,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,3,0,1
"904",15,1386,4,2,40,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0
"863",24,2439,4,4,35,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,1,0
"172",12,763,4,1,26,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,0,1,0
"1",6,1169,4,4,67,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,3,1,0,1
"207",12,1935,4,4,43,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,3,0,0,1
"881",24,7814,3,3,38,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,1,0,0,1
"252",12,2251,1,2,46,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,3,1,0
"770",12,1655,2,4,63,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,3,0,0,1
"449",12,1424,3,4,55,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,3,3,1,0
"496",24,2996,2,4,20,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0
"443",20,2629,2,3,29,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,1,2,0,1
"307",30,4811,2,4,24,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,2,0,1,0
"102",36,2323,4,4,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,2,0,1
"848",24,1249,4,2,28,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0
"529",36,2302,4,4,31,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,0,0
"979",24,2538,4,4,47,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,1,0,0,1
"225",15,4657,3,2,30,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,1
"898",12,1592,3,2,35,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,5,2,0,1,0
"810",15,1778,2,1,26,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,1,0
"234",18,866,4,2,25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,3,2,0,0
"894",36,5800,3,4,34,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,0,1
"893",12,2171,4,4,38,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,1,0,1
"339",24,4169,4,4,28,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,1,0,1
"287",48,4788,4,3,26,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,2,1,0,1
"455",24,4817,2,3,31,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,5,2,1,0,1
"4",42,7882,2,4,45,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,2,1,0,1
"574",15,806,4,4,22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,1,1,0
"5",24,4870,3,4,53,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1
"384",12,1330,4,1,26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,3,0,1
"977",6,753,2,3,64,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,3,2,1,0
"152",10,1924,1,4,38,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,2,0,0,1
"563",6,683,2,1,29,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,3,1,0
"536",21,2319,2,1,33,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,3,0,0
"784",12,836,4,2,23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,1,2,2,1,0
"42",12,1158,3,1,26,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,2,0,0
"695",24,2284,4,2,28,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,0,0,1
"520",6,700,4,4,36,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1
"981",30,8386,2,2,49,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,2,2,0,1
"705",27,2528,4,1,32,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,1,0
"93",12,797,4,3,33,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7,2,0,1,0
"566",24,1553,3,2,23,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,5,2,2,1,0
"532",15,2631,2,4,28,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,1,2,1,0
"685",36,9857,1,3,31,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,2,2,0,1
"662",12,900,4,2,23,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0
"612",10,1240,1,4,48,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,3,1,0
"92",12,1409,4,3,54,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,3,1,0,1
"539",48,7763,4,4,42,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7,0,1,0,1
"40",9,458,4,3,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,2,0,1
"432",24,11328,2,3,29,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,2,1,2,0,1
"617",60,9157,2,2,27,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1
"901",16,2625,2,4,43,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,7,2,1,0,1
"511",12,759,4,2,26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,3,1,0,1
"453",12,2759,2,4,34,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,7,2,0,0,1
"802",18,1795,3,4,48,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,7,3,2,1,0
"165",36,909,4,4,36,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,2,0,0,1
"641",18,750,4,1,27,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0
"217",18,3104,3,1,31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,5,2,1,0,1
"936",30,1919,4,3,30,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,2,0,1
"931",24,1747,4,1,24,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,1,0,1
"648",12,1386,2,2,26,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,2,0,1,0
"857",10,894,4,3,40,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,2,0,1,0
"448",7,2576,2,2,35,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,3,2,0,1
"368",18,3650,1,4,22,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0
"562",24,1546,4,4,24,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,5,1,1,0,1
"382",18,12976,3,4,38,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
"179",12,1963,4,2,31,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,1,0,0,1
"541",12,1534,1,1,23,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,2,0,0
"908",36,3711,2,2,27,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,0
"105",12,2445,2,4,26,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"13",12,1567,1,1,22,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,2,1,0
"645",18,1880,4,1,32,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,2,1,0,0
"208",12,1424,4,3,26,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,5,2,2,0,1
"75",36,1977,4,4,40,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,1,0,1
"402",18,1887,4,4,28,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,2,0,0
"103",6,932,3,2,24,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,3,0,1,0
"254",24,4151,2,3,35,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,1
"505",24,1207,4,4,24,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0
"46",11,1393,4,4,35,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0
