checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type,sex,checking_account_exists,savings_account_exists
A14,18,A33,radio/television,2320.0,A61,A71,2.0,A94,none,3.0,A121,34.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,7,A33,radio/television,846.0,A65,A75,3.0,A93,none,4.0,A124,36.0,none,free,1.0,skilled_employee,1,0,1,1,1,0,0
A12,36,A32,new car,14318.0,A61,A75,4.0,A93,none,2.0,A124,57.0,none,free,1.0,management/self-employed,1,1,1,0,1,1,1
A14,6,A34,new car,362.0,A62,A73,4.0,A92,none,4.0,A123,52.0,none,own,2.0,unskilled-resident,1,0,1,1,0,0,1
A11,20,A32,furniture/equipment,2212.0,A65,A74,4.0,A93,none,4.0,A123,39.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,0
A12,18,A32,used car,12976.0,A61,A71,3.0,A92,none,4.0,A124,38.0,none,free,1.0,management/self-employed,1,1,1,0,0,1,1
A14,22,A32,new car,1283.0,A65,A74,4.0,A92,none,4.0,A122,25.0,none,rent,1.0,skilled_employee,1,0,1,1,0,0,0
A13,12,A32,new car,1330.0,A61,A72,4.0,A93,none,1.0,A121,26.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A14,30,A33,business,4272.0,A62,A73,2.0,A93,none,2.0,A122,26.0,none,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A14,18,A34,radio/television,2238.0,A61,A73,2.0,A92,none,1.0,A123,25.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A14,18,A32,radio/television,1126.0,A65,A72,4.0,A92,none,2.0,A121,21.0,none,rent,1.0,skilled_employee,1,1,1,1,0,0,0
A12,18,A34,furniture/equipment,7374.0,A61,A71,4.0,A93,none,4.0,A122,40.0,stores,own,2.0,management/self-employed,1,1,1,1,1,1,1
A12,15,A34,business,2326.0,A63,A73,2.0,A93,none,4.0,A123,27.0,bank,own,1.0,skilled_employee,1,0,1,1,1,1,1
A14,9,A32,business,1449.0,A61,A74,3.0,A92,none,2.0,A123,27.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A14,18,A32,new car,1820.0,A61,A73,2.0,A94,none,2.0,A122,30.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A12,12,A32,furniture/equipment,983.0,A64,A72,1.0,A92,none,4.0,A121,19.0,none,rent,1.0,unskilled-resident,1,0,1,1,0,1,1
A11,36,A32,new car,3249.0,A61,A74,2.0,A93,none,4.0,A124,39.0,bank,free,1.0,management/self-employed,2,1,1,1,1,1,1
A11,6,A34,radio/television,1957.0,A61,A74,1.0,A92,none,4.0,A123,31.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A14,9,A34,furniture/equipment,2406.0,A61,A71,2.0,A93,none,3.0,A123,31.0,none,own,1.0,management/self-employed,1,0,1,1,1,0,1
A12,39,A33,education,11760.0,A62,A74,2.0,A93,none,3.0,A124,32.0,none,rent,1.0,skilled_employee,1,1,1,1,1,1,1
A11,12,A32,furniture/equipment,2578.0,A61,A71,3.0,A92,none,4.0,A124,55.0,none,free,1.0,management/self-employed,1,0,1,1,0,1,1
A11,36,A34,furniture/equipment,2348.0,A61,A73,3.0,A94,none,2.0,A122,46.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A12,12,A32,new car,1223.0,A61,A75,1.0,A91,none,1.0,A121,46.0,none,rent,2.0,skilled_employee,1,0,1,0,1,1,1
A14,24,A34,radio/television,1516.0,A64,A73,4.0,A92,none,1.0,A121,43.0,none,own,2.0,unskilled-resident,1,0,1,1,0,0,1
A14,18,A32,radio/television,1473.0,A61,A72,3.0,A94,none,4.0,A121,39.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A12,18,A34,business,1887.0,A65,A73,4.0,A94,none,4.0,A121,28.0,bank,own,2.0,skilled_employee,1,0,1,1,1,1,0
A14,24,A33,business,8648.0,A61,A72,2.0,A93,none,2.0,A123,27.0,bank,own,2.0,skilled_employee,1,1,1,0,1,0,1
A14,14,A33,new car,802.0,A61,A73,4.0,A93,none,2.0,A123,27.0,none,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A12,18,A33,new car,2899.0,A65,A75,4.0,A93,none,4.0,A123,43.0,none,own,1.0,skilled_employee,2,0,1,1,1,1,0
A12,24,A32,radio/television,2039.0,A61,A72,1.0,A94,none,1.0,A122,22.0,none,own,1.0,skilled_employee,1,1,1,0,1,1,1
A14,24,A34,used car,2197.0,A65,A74,4.0,A93,none,4.0,A123,43.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,0
A11,15,A32,radio/television,1053.0,A61,A72,4.0,A94,none,2.0,A121,27.0,none,own,1.0,skilled_employee,1,0,0,1,1,1,1
A14,24,A32,radio/television,3235.0,A63,A75,3.0,A91,none,2.0,A123,26.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A13,12,A34,new car,939.0,A63,A74,4.0,A94,none,2.0,A121,28.0,none,own,3.0,skilled_employee,1,1,1,0,1,1,1
A12,24,A32,radio/television,1967.0,A61,A75,4.0,A92,none,4.0,A123,20.0,none,own,1.0,skilled_employee,1,1,1,1,0,1,1
A14,33,A34,used car,7253.0,A61,A74,3.0,A93,none,2.0,A123,35.0,none,own,2.0,management/self-employed,1,1,1,1,1,0,1
A14,12,A34,business,2292.0,A61,A71,4.0,A93,none,2.0,A123,42.0,stores,own,2.0,management/self-employed,1,1,1,0,1,0,1
A14,10,A32,new car,1597.0,A63,A73,3.0,A93,none,2.0,A124,40.0,none,rent,1.0,unskilled-resident,2,0,0,1,1,0,1
A11,24,A32,new car,1381.0,A65,A73,4.0,A92,none,2.0,A122,35.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,0
A14,36,A34,used car,5842.0,A61,A75,2.0,A93,none,2.0,A122,35.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,1
A11,12,A32,new car,2579.0,A61,A72,4.0,A93,none,1.0,A121,33.0,none,own,1.0,unskilled-resident,2,0,1,0,1,1,1
A11,18,A33,education,8471.0,A65,A73,1.0,A92,none,2.0,A123,23.0,none,rent,2.0,skilled_employee,1,1,1,1,0,1,0
A14,21,A32,new car,2782.0,A63,A74,1.0,A92,none,2.0,A123,31.0,bank,own,1.0,management/self-employed,1,0,1,1,0,0,1
A12,18,A32,new car,1042.0,A65,A73,4.0,A92,none,2.0,A122,33.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,0
A14,15,A32,new car,3186.0,A64,A74,2.0,A92,none,3.0,A123,20.0,none,rent,1.0,skilled_employee,1,0,1,1,0,0,1
A12,12,A32,used car,2028.0,A65,A73,4.0,A93,none,2.0,A123,30.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,0
A12,12,A34,new car,958.0,A61,A74,2.0,A93,none,3.0,A121,47.0,none,own,2.0,unskilled-resident,2,0,1,1,1,1,1
A14,21,A33,furniture/equipment,1591.0,A62,A74,4.0,A93,none,3.0,A121,34.0,none,own,2.0,management/self-employed,1,0,1,1,1,0,1
A12,12,A32,furniture/equipment,2762.0,A65,A75,1.0,A92,none,2.0,A122,25.0,bank,own,1.0,skilled_employee,1,1,1,0,0,1,0
A12,18,A32,used car,2779.0,A61,A73,1.0,A94,none,3.0,A123,21.0,none,rent,1.0,skilled_employee,1,1,1,1,1,1,1
A14,28,A34,radio/television,2743.0,A61,A75,4.0,A93,none,2.0,A123,29.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,18,A34,radio/television,1149.0,A64,A73,4.0,A93,none,3.0,A121,46.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,9,A32,furniture/equipment,1313.0,A61,A75,1.0,A93,none,4.0,A123,20.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A11,18,A34,repairs,1190.0,A61,A71,2.0,A92,none,4.0,A124,55.0,none,free,3.0,unemployed/unskilled,2,0,1,0,0,1,1
A14,5,A32,business,3448.0,A61,A74,1.0,A93,none,4.0,A121,74.0,none,own,1.0,unskilled-resident,1,0,1,1,1,0,1
A12,24,A32,others,11328.0,A61,A73,2.0,A93,co-applicant,3.0,A123,29.0,bank,own,2.0,management/self-employed,1,1,1,0,1,1,1
A11,6,A34,furniture/equipment,1872.0,A61,A71,4.0,A93,none,4.0,A124,36.0,none,free,3.0,management/self-employed,1,1,1,1,1,1,1
A14,24,A34,repairs,2058.0,A61,A73,4.0,A91,none,2.0,A121,33.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A11,9,A32,furniture/equipment,2136.0,A61,A73,3.0,A93,none,2.0,A121,25.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,12,A32,radio/television,1484.0,A65,A73,2.0,A94,none,1.0,A121,25.0,none,own,1.0,skilled_employee,1,1,1,0,1,1,0
A14,6,A32,repairs,660.0,A63,A74,2.0,A94,none,4.0,A121,23.0,none,rent,1.0,unskilled-resident,1,0,1,1,1,0,1
A14,24,A34,new car,1287.0,A64,A75,4.0,A92,none,4.0,A121,37.0,none,own,2.0,skilled_employee,1,1,1,1,0,0,1
A11,42,A34,repairs,3394.0,A61,A71,4.0,A93,co-applicant,4.0,A123,65.0,none,own,2.0,unemployed/unskilled,1,0,1,1,1,1,1
A13,12,A31,business,609.0,A61,A72,4.0,A92,none,1.0,A121,26.0,none,own,1.0,unemployed/unskilled,1,0,1,0,0,1,1
A14,12,A32,new car,1884.0,A61,A75,4.0,A93,none,4.0,A123,39.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A11,12,A32,furniture/equipment,1620.0,A61,A73,2.0,A92,co-applicant,3.0,A122,30.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A12,20,A33,others,2629.0,A61,A73,2.0,A93,none,3.0,A123,29.0,bank,own,2.0,skilled_employee,1,1,1,1,1,1,1
A14,12,A32,education,719.0,A61,A75,4.0,A93,none,4.0,A123,41.0,bank,own,1.0,unskilled-resident,2,0,1,0,1,0,1
A12,48,A34,furniture/equipment,5096.0,A61,A73,2.0,A92,none,3.0,A123,30.0,none,own,1.0,management/self-employed,1,1,1,0,0,1,1
A14,9,A34,education,1244.0,A65,A75,4.0,A92,none,4.0,A122,41.0,none,rent,2.0,unskilled-resident,1,0,1,1,0,0,0
A11,36,A32,new car,1842.0,A61,A72,4.0,A92,none,4.0,A123,34.0,none,own,1.0,skilled_employee,1,1,1,0,0,1,1
A12,7,A32,radio/television,2576.0,A61,A73,2.0,A93,guarantor,2.0,A121,35.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A13,12,A32,furniture/equipment,1424.0,A65,A75,3.0,A92,none,4.0,A121,55.0,none,own,1.0,management/self-employed,1,1,1,1,0,1,0
A12,15,A33,repairs,1512.0,A64,A73,3.0,A94,none,3.0,A122,61.0,stores,own,2.0,skilled_employee,1,0,1,0,1,1,1
A14,36,A34,used car,11054.0,A65,A73,4.0,A93,none,2.0,A123,30.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,0
A14,6,A32,radio/television,518.0,A61,A73,3.0,A92,none,1.0,A121,29.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,1
A14,12,A30,furniture/equipment,2759.0,A61,A75,2.0,A93,none,4.0,A122,34.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,24,A32,used car,2670.0,A61,A75,4.0,A93,none,4.0,A123,35.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A11,24,A32,new car,4817.0,A61,A74,2.0,A93,co-applicant,3.0,A122,31.0,none,own,1.0,skilled_employee,1,1,1,0,1,1,1
A14,24,A32,used car,2679.0,A61,A72,4.0,A92,none,1.0,A124,29.0,none,own,1.0,management/self-employed,1,1,1,1,0,0,1
A11,11,A34,new car,3905.0,A61,A73,2.0,A93,none,2.0,A121,36.0,none,rent,2.0,skilled_employee,2,0,1,1,1,1,1
A11,12,A32,used car,3386.0,A61,A75,3.0,A93,none,4.0,A124,35.0,none,free,1.0,skilled_employee,1,1,1,0,1,1,1
A11,6,A32,domestic appliances,343.0,A61,A72,4.0,A92,none,1.0,A121,27.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A14,18,A32,radio/television,4594.0,A61,A72,3.0,A93,none,2.0,A123,32.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A11,36,A32,furniture/equipment,3620.0,A61,A73,1.0,A93,guarantor,2.0,A122,37.0,none,own,1.0,skilled_employee,2,0,1,1,1,1,1
A11,15,A32,new car,1721.0,A61,A72,2.0,A93,none,3.0,A121,36.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,12,A32,furniture/equipment,3017.0,A61,A72,3.0,A92,none,1.0,A121,34.0,none,rent,1.0,management/self-employed,1,0,1,1,0,1,1
A12,12,A32,retraining,754.0,A65,A75,4.0,A93,none,4.0,A122,38.0,none,own,2.0,skilled_employee,1,0,1,1,1,1,0
A14,18,A32,business,1950.0,A61,A74,4.0,A93,none,1.0,A123,34.0,stores,own,2.0,skilled_employee,1,1,1,1,1,0,1
A11,24,A32,used car,2924.0,A61,A73,3.0,A93,guarantor,4.0,A124,63.0,bank,own,1.0,skilled_employee,2,1,1,1,1,1,1
A11,24,A33,radio/television,1659.0,A61,A72,4.0,A92,none,2.0,A123,29.0,none,rent,1.0,unskilled-resident,1,1,1,0,0,1,1
A14,48,A33,radio/television,7238.0,A65,A75,3.0,A93,none,3.0,A123,32.0,bank,own,2.0,skilled_employee,2,0,1,1,1,0,0
A14,33,A33,business,2764.0,A61,A73,2.0,A92,none,2.0,A123,26.0,none,own,2.0,skilled_employee,1,1,1,1,0,0,1
A14,24,A33,used car,4679.0,A61,A74,3.0,A93,none,3.0,A123,35.0,none,own,2.0,unskilled-resident,1,1,1,1,1,0,1
A12,24,A32,radio/television,3092.0,A62,A72,3.0,A94,none,2.0,A123,22.0,none,rent,1.0,skilled_employee,1,1,1,0,1,1,1
A11,6,A32,education,448.0,A61,A72,4.0,A92,none,4.0,A122,23.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,1
A11,9,A32,new car,654.0,A61,A73,4.0,A93,none,3.0,A123,28.0,none,own,1.0,unskilled-resident,1,0,1,0,1,1,1
A14,6,A32,retraining,1238.0,A65,A71,4.0,A93,none,4.0,A122,36.0,none,own,1.0,management/self-employed,2,1,1,1,1,0,0
A12,18,A34,radio/television,1245.0,A61,A73,4.0,A94,none,2.0,A123,33.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A11,18,A30,furniture/equipment,3114.0,A61,A72,1.0,A92,none,4.0,A122,26.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,1
A14,39,A32,used car,2569.0,A63,A73,4.0,A93,none,4.0,A123,24.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A13,24,A32,radio/television,5152.0,A61,A74,4.0,A93,none,2.0,A123,25.0,bank,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,12,A32,business,1037.0,A62,A74,3.0,A93,none,4.0,A121,39.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A11,15,A34,furniture/equipment,1478.0,A61,A75,4.0,A93,none,4.0,A123,44.0,none,own,2.0,skilled_employee,2,1,1,1,1,1,1
A12,12,A34,radio/television,3573.0,A61,A73,1.0,A92,none,1.0,A121,23.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A12,24,A32,new car,1201.0,A61,A72,4.0,A93,none,1.0,A122,26.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A11,30,A32,furniture/equipment,3622.0,A64,A75,4.0,A92,none,4.0,A122,57.0,none,rent,2.0,skilled_employee,1,1,1,1,0,1,1
A14,15,A33,furniture/equipment,960.0,A64,A74,3.0,A92,none,2.0,A122,30.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A14,12,A34,new car,1163.0,A63,A73,4.0,A93,none,4.0,A121,44.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A12,6,A33,new car,1209.0,A61,A71,4.0,A93,none,4.0,A122,47.0,none,own,1.0,management/self-employed,1,1,1,0,1,1,1
A14,12,A32,radio/television,3077.0,A61,A73,2.0,A93,none,4.0,A123,52.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,24,A32,new car,3757.0,A61,A75,4.0,A92,co-applicant,4.0,A124,62.0,none,free,1.0,skilled_employee,1,1,1,1,0,0,1
A14,10,A32,new car,1418.0,A62,A73,3.0,A93,none,2.0,A121,35.0,none,rent,1.0,unskilled-resident,1,0,0,1,1,0,1
A14,6,A32,new car,3518.0,A61,A73,2.0,A93,guarantor,3.0,A122,26.0,none,rent,1.0,skilled_employee,1,0,1,1,1,0,1
A14,12,A34,radio/television,1934.0,A61,A75,2.0,A93,none,2.0,A124,26.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A12,27,A30,business,8318.0,A61,A75,2.0,A92,none,4.0,A124,42.0,none,free,2.0,management/self-employed,1,1,1,0,0,1,1
A14,6,A34,radio/television,1237.0,A62,A73,1.0,A92,none,1.0,A122,27.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A12,6,A32,radio/television,368.0,A65,A75,4.0,A93,none,4.0,A122,38.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,0
A11,12,A34,new car,2122.0,A61,A73,3.0,A93,none,2.0,A121,39.0,none,rent,2.0,unskilled-resident,2,0,0,1,1,1,1
A11,24,A32,furniture/equipment,2996.0,A65,A73,2.0,A94,none,4.0,A123,20.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,0
A12,36,A32,furniture/equipment,9034.0,A62,A72,4.0,A93,co-applicant,1.0,A124,29.0,none,rent,1.0,management/self-employed,1,1,1,0,1,1,1
A14,24,A34,furniture/equipment,1585.0,A61,A74,4.0,A93,none,3.0,A122,40.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A12,18,A32,radio/television,1301.0,A61,A75,4.0,A94,guarantor,2.0,A121,32.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A13,6,A34,new car,1323.0,A62,A75,2.0,A91,none,4.0,A123,28.0,none,own,2.0,skilled_employee,2,1,1,1,1,1,1
A11,24,A32,new car,3123.0,A61,A72,4.0,A92,none,1.0,A122,27.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,1
A11,36,A32,used car,5493.0,A61,A75,2.0,A93,none,4.0,A124,42.0,none,free,1.0,skilled_employee,2,0,1,1,1,1,1
A13,9,A32,radio/television,1126.0,A62,A75,2.0,A91,none,4.0,A121,49.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,24,A34,radio/television,1216.0,A62,A72,4.0,A93,none,4.0,A124,38.0,bank,own,2.0,skilled_employee,2,0,1,0,1,1,1
A11,24,A32,new car,1207.0,A61,A72,4.0,A92,none,4.0,A122,24.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,1
A14,10,A32,new car,1309.0,A65,A73,4.0,A93,guarantor,4.0,A122,27.0,none,own,1.0,unskilled-resident,1,0,1,0,1,0,0
A13,15,A34,used car,2360.0,A63,A73,2.0,A93,none,2.0,A123,36.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,1
A12,15,A31,new car,6850.0,A62,A71,1.0,A93,none,2.0,A122,34.0,none,own,1.0,management/self-employed,2,1,1,0,1,1,1
A14,24,A32,radio/television,1413.0,A61,A73,4.0,A94,none,2.0,A122,28.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,39,A32,used car,8588.0,A62,A75,4.0,A93,none,2.0,A123,45.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A11,12,A32,new car,759.0,A61,A74,4.0,A93,none,2.0,A121,26.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A14,36,A32,used car,4686.0,A61,A73,2.0,A93,none,2.0,A124,32.0,none,free,1.0,management/self-employed,1,1,1,1,1,0,1
A13,15,A32,business,2687.0,A61,A74,2.0,A93,none,4.0,A122,26.0,none,rent,1.0,skilled_employee,1,1,1,1,1,1,1
A12,12,A33,radio/television,585.0,A61,A73,4.0,A94,co-applicant,4.0,A121,20.0,none,rent,2.0,skilled_employee,1,0,1,1,1,1,1
A14,24,A32,new car,2255.0,A65,A72,4.0,A93,none,1.0,A122,54.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,0
A11,6,A34,new car,609.0,A61,A74,4.0,A92,none,3.0,A122,37.0,none,own,2.0,skilled_employee,1,0,0,1,0,1,1
A11,6,A34,new car,1361.0,A61,A72,2.0,A93,none,4.0,A121,40.0,none,own,1.0,unskilled-resident,2,0,0,1,1,1,1
A14,36,A34,furniture/equipment,7127.0,A61,A72,2.0,A92,none,4.0,A122,23.0,none,rent,2.0,skilled_employee,1,1,1,0,0,0,1
A11,6,A32,new car,1203.0,A62,A75,3.0,A93,none,2.0,A122,43.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,1
A14,6,A34,radio/television,700.0,A65,A75,4.0,A93,none,4.0,A124,36.0,none,free,2.0,skilled_employee,1,0,1,1,1,0,0
A14,24,A34,repairs,5507.0,A61,A75,3.0,A93,none,4.0,A124,44.0,none,free,2.0,skilled_employee,1,0,1,1,1,0,1
A11,18,A32,radio/television,3190.0,A61,A73,2.0,A92,none,2.0,A121,24.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,1
A11,48,A30,furniture/equipment,7119.0,A61,A73,3.0,A93,none,4.0,A124,53.0,none,free,2.0,skilled_employee,2,0,1,0,1,1,1
A14,24,A32,used car,3488.0,A62,A74,3.0,A92,none,4.0,A123,23.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,1
A12,18,A32,radio/television,1113.0,A61,A73,4.0,A92,guarantor,4.0,A121,26.0,none,own,1.0,unskilled-resident,2,0,1,1,0,1,1
A12,26,A32,used car,7966.0,A61,A72,2.0,A93,none,3.0,A123,30.0,none,own,2.0,skilled_employee,1,0,1,1,1,1,1
A14,15,A34,education,1532.0,A62,A73,4.0,A92,none,3.0,A123,31.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,1
A14,4,A34,radio/television,1503.0,A61,A74,2.0,A93,none,1.0,A121,42.0,none,own,2.0,unskilled-resident,2,0,1,1,1,0,1
A11,36,A32,radio/television,2302.0,A61,A73,4.0,A91,none,4.0,A123,31.0,none,rent,1.0,skilled_employee,1,0,1,0,1,1,1
A11,6,A32,new car,662.0,A61,A72,3.0,A93,none,4.0,A121,41.0,none,own,1.0,unskilled-resident,2,1,1,1,1,1,1
A12,36,A32,education,2273.0,A61,A74,3.0,A93,none,1.0,A123,32.0,none,own,2.0,skilled_employee,2,0,1,1,1,1,1
A12,15,A32,new car,2631.0,A62,A73,2.0,A92,none,4.0,A123,28.0,none,rent,2.0,skilled_employee,1,1,1,0,0,1,1
A14,12,A33,used car,1503.0,A61,A73,4.0,A94,none,4.0,A121,41.0,none,rent,1.0,skilled_employee,1,0,1,1,1,0,1
A14,24,A32,radio/television,1311.0,A62,A74,4.0,A94,none,3.0,A122,26.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,24,A32,radio/television,3105.0,A65,A72,4.0,A93,none,2.0,A123,25.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A13,21,A34,education,2319.0,A61,A72,2.0,A91,none,1.0,A123,33.0,none,rent,1.0,skilled_employee,1,0,1,0,1,1,1
A11,6,A32,new car,1374.0,A65,A71,4.0,A92,none,3.0,A122,75.0,none,own,1.0,management/self-employed,1,1,1,1,0,1,0
A12,18,A34,furniture/equipment,3612.0,A61,A75,3.0,A92,none,4.0,A122,37.0,none,own,1.0,skilled_employee,1,1,1,1,0,1,1
A11,48,A32,new car,7763.0,A61,A75,4.0,A93,none,4.0,A124,42.0,bank,free,1.0,management/self-employed,1,0,1,0,1,1,1
A13,18,A32,furniture/equipment,3049.0,A61,A72,1.0,A92,none,1.0,A122,45.0,stores,own,1.0,unskilled-resident,1,0,1,1,0,1,1
A12,12,A32,radio/television,1534.0,A61,A72,1.0,A94,none,1.0,A121,23.0,none,rent,1.0,skilled_employee,1,0,1,0,1,1,1
A14,24,A33,new car,2032.0,A61,A75,4.0,A93,none,4.0,A124,60.0,none,free,2.0,skilled_employee,1,1,1,1,1,0,1
A11,30,A32,furniture/equipment,6350.0,A65,A75,4.0,A93,none,4.0,A122,31.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,0
A13,18,A32,furniture/equipment,2864.0,A61,A73,2.0,A93,none,1.0,A121,34.0,none,own,1.0,unskilled-resident,2,0,1,0,1,1,1
A14,12,A34,new car,1255.0,A61,A75,4.0,A93,none,4.0,A121,61.0,none,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A11,24,A33,new car,1333.0,A61,A71,4.0,A93,none,2.0,A121,43.0,none,free,2.0,skilled_employee,2,0,1,0,1,1,1
A14,24,A34,new car,2022.0,A61,A73,4.0,A92,none,4.0,A123,37.0,none,own,1.0,skilled_employee,1,1,1,1,0,0,1
A14,24,A32,radio/television,1552.0,A61,A74,3.0,A93,none,1.0,A123,32.0,bank,own,1.0,skilled_employee,2,0,1,1,1,0,1
A11,12,A31,radio/television,626.0,A61,A73,4.0,A92,none,4.0,A121,24.0,bank,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A14,48,A34,used car,8858.0,A65,A74,2.0,A93,none,1.0,A124,35.0,none,free,2.0,skilled_employee,1,1,1,1,1,0,0
A14,12,A34,repairs,996.0,A65,A74,4.0,A92,none,4.0,A121,23.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,0
A14,6,A31,radio/television,1750.0,A63,A75,2.0,A93,none,4.0,A122,45.0,bank,own,1.0,unskilled-resident,2,0,1,1,1,0,1
A11,48,A32,radio/television,6999.0,A61,A74,1.0,A94,guarantor,1.0,A121,34.0,none,own,2.0,skilled_employee,1,1,1,0,1,1,1
A12,12,A34,new car,1995.0,A62,A72,4.0,A93,none,1.0,A123,27.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A12,9,A32,education,1199.0,A61,A74,4.0,A92,none,4.0,A122,67.0,none,own,2.0,management/self-employed,1,1,1,1,0,1,1
A12,12,A32,radio/television,1331.0,A61,A72,2.0,A93,none,1.0,A123,22.0,stores,own,1.0,skilled_employee,1,0,1,0,1,1,1
A12,18,A30,new car,2278.0,A62,A72,3.0,A92,none,3.0,A123,28.0,none,own,2.0,skilled_employee,1,0,1,0,0,1,1
A14,21,A30,new car,5003.0,A65,A73,1.0,A92,none,4.0,A122,29.0,bank,own,2.0,skilled_employee,1,1,1,0,0,0,0
A11,24,A31,furniture/equipment,3552.0,A61,A74,3.0,A93,none,4.0,A123,27.0,bank,own,1.0,skilled_employee,1,0,1,0,1,1,1
A12,18,A34,furniture/equipment,1928.0,A61,A72,2.0,A93,none,2.0,A121,31.0,none,own,2.0,unskilled-resident,1,0,1,0,1,1,1
A11,24,A32,used car,2964.0,A65,A75,4.0,A93,none,4.0,A124,49.0,bank,free,1.0,skilled_employee,2,1,1,1,1,1,0
A11,24,A31,radio/television,1546.0,A61,A74,4.0,A93,guarantor,4.0,A123,24.0,bank,rent,1.0,unskilled-resident,1,0,1,0,1,1,1
A13,6,A33,radio/television,683.0,A61,A72,2.0,A92,none,1.0,A122,29.0,bank,own,1.0,skilled_employee,1,0,1,1,0,1,1
A12,36,A32,new car,12389.0,A65,A73,1.0,A93,none,4.0,A124,37.0,none,free,1.0,skilled_employee,1,1,1,0,1,1,0
A12,24,A33,business,4712.0,A65,A73,4.0,A93,none,2.0,A122,37.0,bank,own,2.0,management/self-employed,1,1,1,1,1,1,0
A12,24,A33,radio/television,1553.0,A62,A74,3.0,A92,none,2.0,A122,23.0,none,rent,2.0,skilled_employee,1,1,1,1,0,1,1
